LDT	Model	Mã SC	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền Công Sửa
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B283-00M	Dán cố định bên phải pin Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-00	Mở máy/vệ sinh tổng quát	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	77H50021-00M	Miếng dán pin Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-A102	Gắn lại kết nối (FPC/Anten)	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Black	Thay nắp lưng (đen)	77H50021-00M	Miếng dán pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G101-White	Thay sạc (trắng)	79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M101	Thay bo mạch chính	99HZL024-02	Bo mạch chính Desire 816	BH DV	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M101	Thay bo mạch chính	99HZL024-02	Bo mạch chính Desire 816	NO	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M101	Thay bo mạch chính	99HZL024-02	Bo mạch chính Desire 816	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M101	Thay bo mạch chính	99HZL024-02	Bo mạch chính Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M101	Thay bo mạch chính	99HZL024-02	Bo mạch chính Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	83H10121-00	Màn hình có cảm ứng (JDI) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	83H10121-00	Màn hình có cảm ứng (JDI) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	83H40010-01	Khung sườn (JDI) (trắng) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	83H40010-01	Khung sườn (JDI) (trắng) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Orange	Thay khung sườn (cam)	83H40010-05	Khung sườn (JDI) (cam) Desire 816	NO	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Orange	Thay khung sườn (cam)	83H40010-05	Khung sườn (JDI) (cam) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Black	Thay khung sườn (đen)	83H40010-06	Khung sườn (JDI) (xám) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Black	Thay khung sườn (đen)	83H40010-06	Khung sườn (JDI) (xám) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M117	Nạp mềm	74H02665-00M	Miếng nhựa cố định bo Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Black	Thay nắp lưng (đen)	74H02671-09M	Nắp lưng (xám) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Black	Thay nắp lưng (đen)	74H02671-09M	Nắp lưng (xám) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Silver	Thay nắp lưng (bạc, trắng)	74H02671-10M	Nắp lưng (trắng) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Silver	Thay nắp lưng (bạc, trắng)	74H02671-10M	Nắp lưng (trắng) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Orange	Thay nắp lưng (cam)	74H02671-15M	Nắp lưng (cam) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Orange	Thay nắp lưng (cam)	74H02671-15M	Nắp lưng (cam) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B108-AT	Thay cáp anten sóng	73H00541-00M	Cáp anten Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-TP	Thay socket cảm ứng	75H01035-00M	Đầu nối cảm ứng Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H01123-13M	Đuôi sạc Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	75H01203-00M	Ổ sim Desire 816, Desire 610	HTC BHQT	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	75H01203-00M	Ổ sim Desire 816, Desire 610	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	75H01203-00M	Ổ sim Desire 816, Desire 610	YES	
HTC	HTC-OP9C210	HTC-M002-SIM	Thay ổ SIM	75H01203-00M	Ổ sim Desire 816, Desire 610	HTC BHQT	
HTC	HTC-OP9C210	HTC-M002-SIM	Thay ổ SIM	75H01203-00M	Ổ sim Desire 816, Desire 610	YES	
HTC	HTC-OP9C210	HTC-M101	Thay bo mạch chính	99HZS044-02	Bo mạch chính Desire 816 (1 sim)	HTC BHQT	
HTC	HTC-OP9C210	HTC-M101	Thay bo mạch chính	99HZS044-02	Bo mạch chính Desire 816 (1 sim)	YES	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B299-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	HTC BHQT	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B527-00M	Miếng dán cố định nắp pin ở trái Desire 816	YES	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	HTC BHQT	
HTC	HTC-OP9C210	HTC-P002	Fix theo SA	76H0B528-00M	Miếng dán cố định nắp pin ở giữa Desire 816	YES	
HTC	HTC-PL01100	HTC-G101-Black	Thay sạc (đen)	79H00115-00M	Sạc HTC Desire C (kg cáp USB) 200mA/5V-1A (đen)	YES	
HTC	HTC-PL01100	HTC-G101-White	Thay sạc (trắng)	79H00115-08M	Sạc HTC Desire C (kg cáp USB) 200mA/5V-1A (trắng)	YES	
HTC	HTC-PL01100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-M101	Thay bo mạch chính	99HRM070-02	Bo mạch chính Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-M101	Thay bo mạch chính	99HRM070-02	Bo mạch chính Desire C	YES	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	84H00098-00	Cảm ứng Desire C	BH DV	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	84H00098-00	Cảm ứng Desire C	NO	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	84H00098-00	Cảm ứng Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	84H00098-00	Cảm ứng Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	84H00098-00	Cảm ứng Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	84H00098-00	Cảm ứng Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	84H00098-00	Cảm ứng Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	84H00098-00	Cảm ứng Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	84H00098-00	Cảm ứng Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	84H00098-00	Cảm ứng Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	84H00098-00	Cảm ứng Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	84H00098-00	Cảm ứng Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	84H00098-00	Cảm ứng Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	84H00098-00	Cảm ứng Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	84H00098-00	Cảm ứng Desire C	YES	
HTC	HTC-PL01100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	BH DV	
HTC	HTC-PL01100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	NO	
HTC	HTC-PL01100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	HTC BHQT	
HTC	HTC-PL01100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	REFURBISH	
HTC	HTC-PL01100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	YES	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09778-00M	Cao su đệm phím nguồn vào vỏ mặt trước Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09778-00M	Cao su đệm phím nguồn vào vỏ mặt trước Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09778-00M	Cao su đệm phím nguồn vào vỏ mặt trước Desire C	YES	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09779-00M	Cao su đệm phím nguồn vào khung sườn Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09779-00M	Cao su đệm phím nguồn vào khung sườn Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-P002	Fix theo SA	76H09779-00M	Cao su đệm phím nguồn vào khung sườn Desire C	YES	
HTC	HTC-PL01100	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)	74H02226-00M	Nắp pin Desire C (trắng)	NO	
HTC	HTC-PL01100	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)	74H02226-00M	Nắp pin Desire C (trắng)	REFURBISH	
HTC	HTC-PL01100	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)	74H02226-00M	Nắp pin Desire C (trắng)	YES	
HTC	HTC-PL01100	HTC-C112-BlackL1	Thay nắp lưng (đen)	74H02226-01M	Nắp pin Desire C (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-C112-BlackL1	Thay nắp lưng (đen)	74H02226-01M	Nắp pin Desire C (đen)	YES	
HTC	HTC-PL01100	HTC-C102-Black	Thay khung sườn (đen)	74H02228-12M	Khung sườn Desire C (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-C102-Black	Thay khung sườn (đen)	74H02228-12M	Khung sườn Desire C (đen)	YES	
HTC	HTC-PL01100	HTC-C101-White	Thay vỏ mặt trước (trắng)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	BH DV	
HTC	HTC-PL01100	HTC-C101-White	Thay vỏ mặt trước (trắng)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	NO	
HTC	HTC-PL01100	HTC-C101-White	Thay vỏ mặt trước (trắng)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	HTC BHQT	
HTC	HTC-PL01100	HTC-C101-White	Thay vỏ mặt trước (trắng)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	REFURBISH	
HTC	HTC-PL01100	HTC-C101-White	Thay vỏ mặt trước (trắng)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	YES	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	74H02229-00M	Vỏ mặt trước Desire C (trắng)	YES	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	YES	
HTC	HTC-PL01100	HTC-C101-Black	Thay vỏ mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	BH DV	
HTC	HTC-PL01100	HTC-C101-Black	Thay vỏ mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	NO	
HTC	HTC-PL01100	HTC-C101-Black	Thay vỏ mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	HTC BHQT	
HTC	HTC-PL01100	HTC-C101-Black	Thay vỏ mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-C101-Black	Thay vỏ mặt trước (đen)	74H02229-01M	Vỏ mặt trước Desire C (đen)	YES	
HTC	HTC-PL01100	HTC-C101-Red	Thay vỏ mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	BH DV	
HTC	HTC-PL01100	HTC-C101-Red	Thay vỏ mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	NO	
HTC	HTC-PL01100	HTC-C101-Red	Thay vỏ mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	HTC BHQT	
HTC	HTC-PL01100	HTC-C101-Red	Thay vỏ mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	REFURBISH	
HTC	HTC-PL01100	HTC-C101-Red	Thay vỏ mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	YES	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	REFURBISH	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	74H02229-02M	Vỏ mặt trước Desire C (đỏ)	YES	
HTC	HTC-PL01100	HTC-M002-TP	Thay socket cảm ứng	75H00987-00M	Đầu nối cảm ứng Desire S, Incredible S	HTC BHQT	
HTC	HTC-PL01100	HTC-M002-TP	Thay socket cảm ứng	75H00987-00M	Đầu nối cảm ứng Desire S, Incredible S	REFURBISH	
HTC	HTC-PL01100	HTC-M002-TP	Thay socket cảm ứng	75H00987-00M	Đầu nối cảm ứng Desire S, Incredible S	YES	
HTC	HTC-PL01100	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H00919-13M	Đuôi sạc Desire C	NO	
HTC	HTC-PL01100	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H00919-13M	Đuôi sạc Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H00919-13M	Đuôi sạc Desire C	YES	
HTC	HTC-PL01100	HTC-G106-Black	Thay tai nghe (đen)	39H00013-00M	Tai nghe HTC (đen) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	REFURBISH	
HTC	HTC-PL01100	HTC-G106-Black	Thay tai nghe (đen)	39H00013-00M	Tai nghe HTC (đen) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	
HTC	HTC-PL01100	HTC-M002-BPWR	Thay nút Power	36H00413-01M	Phím nguồn (phím âm thanh) Desire C	BH DV	
HTC	HTC-PL01100	HTC-M002-BPWR	Thay nút Power	36H00413-01M	Phím nguồn (phím âm thanh) Desire C	NO	
HTC	HTC-PL01100	HTC-M002-BPWR	Thay nút Power	36H00413-01M	Phím nguồn (phím âm thanh) Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-M002-BPWR	Thay nút Power	36H00413-01M	Phím nguồn (phím âm thanh) Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-M002-BPWR	Thay nút Power	36H00413-01M	Phím nguồn (phím âm thanh) Desire C	YES	
HTC	HTC-PL01100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00194-00M	Pin sạc 1230mAh/3.7V Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00194-00M	Pin sạc 1230mAh/3.7V Desire C	YES	
HTC	HTC-PL01100	HTC-G103	Thay chuông	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	REFURBISH	
HTC	HTC-PL01100	HTC-G103	Thay chuông	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	YES	
HTC	HTC-PL01100	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01903-00M	Micro Desire C	YES	
HTC	HTC-PL01100	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	REFURBISH	
HTC	HTC-PL01100	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	
HTC	HTC-PL01100	HTC-M002-JEAR	Thay jack tai nghe	36H00940-02M	Giắc tai nghe Explorer A310E	YES	
HTC	HTC-PL01100	HTC-M002-Vibra	Thay rung (phải dùng mỏ hàn)	36H00954-01M	Bộ phận rung (mô tơ) Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-M002-Vibra	Thay rung (phải dùng mỏ hàn)	36H00954-01M	Bộ phận rung (mô tơ) Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-M002-Vibra	Thay rung (phải dùng mỏ hàn)	36H00954-01M	Bộ phận rung (mô tơ) Desire C	YES	
HTC	HTC-PL01100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	REFURBISH	
HTC	HTC-PL01100	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	REFURBISH	
HTC	HTC-PL01100	HTC-L101	Thay màn hình	60H00669-02P	Màn hình Desire 200/C	NO	
HTC	HTC-PL01100	HTC-L101	Thay màn hình	60H00669-02P	Màn hình Desire 200/C	REFURBISH	
HTC	HTC-PL01100	HTC-L101	Thay màn hình	60H00669-02P	Màn hình Desire 200/C	YES	
HTC	HTC-PL01100	HTC-L103	Thay cảm ứng	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FBlack	Thay cảm ứng có mặt trước (đen)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FRed	Thay cảm ứng có mặt trước (đỏ)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	YES	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	HTC BHQT	
HTC	HTC-PL01100	HTC-L103-FWhite	Thay cảm ứng có mặt trước (trắng, bạc)	66H00115-02M	Miếng dán bảo vệ màn hình Desire C	YES	
HTC	HTC-PL01100	HTC-G117-Main	Thay camera chính	54H00467-00M	Camera Desire C	REFURBISH	
HTC	HTC-PL01100	HTC-G117-Main	Thay camera chính	54H00467-00M	Camera Desire C	YES	
HTC	HTC-PD98150	HTC-C106-BTWT	Thay nút âm thanh ngoài (trắng)	72H04722-00M	Phím lót phím âm thanh Desire HD	NO	
HTC	HTC-PD98150	HTC-C106-BTWT	Thay nút âm thanh ngoài (trắng)	72H04722-00M	Phím lót phím âm thanh Desire HD	YES	
