Hãng điện thoại	Model	Model App	Mã Sửa Chữa	Sửa Chữa	Sửa Chữa App	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		66H00126-01M	Miếng dán bảo vệ màn hình M7	YES	100000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		76H0A068-00M	Miếng dán cố định cáp tín hiệu bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		76H0A124-00M	Miếng dán cố định bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		77H50010-00M	Miếng dán pin M7	YES	40000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)		80H01483-02	Màn hình có cảm ứng HTC One M7 (đỏ)	YES	2900000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		66H00126-01M	Miếng dán bảo vệ màn hình M7	YES	100000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07271-00M	Miếng đệm nhôm đệm màn hình HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07326-00M	Miếng đệm nhôm đệm cáp tín hiệu bo giắc tai nghe HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07327-00M	Miếng dán cách điện bo giắc tai nghe HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		76H0A068-00M	Miếng dán cố định cáp tín hiệu bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		76H0A124-00M	Miếng dán cố định bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		77H50010-00M	Miếng dán pin M7	YES	40000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		80H01478-01	 Màn hình có cảm ứng HTC One M7 (trắng)	YES	2900000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		36H01929-00M	Cao su đệm chuông trên HTC One (M7)	YES	20000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		66H00126-01M	Miếng dán bảo vệ màn hình M7	YES	100000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		72H07271-00M	Miếng đệm nhôm đệm màn hình HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		72H07272-00M	Miếng đệm nhôm đệm cáp tín hiệu màn hình HTC One (M7)	YES	5000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		72H07326-00M	Miếng đệm nhôm đệm cáp tín hiệu bo giắc tai nghe HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		76H0A068-00M	Miếng dán cố định cáp tín hiệu bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		77H50010-00M	Miếng dán pin M7	YES	40000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)		80H01478-11	 Màn hình có cảm ứng HTC One M7 (vàng)	YES	2900000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)		66H00126-01M	Miếng dán bảo vệ màn hình M7	YES	100000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)		76H09591-00M	Xốp đệm chuông trên HTC One	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)		77H50010-00M	Miếng dán pin M7	YES	40000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)		80H01478-08	Màn hình có cảm ứng HTC One M7 (xanh)	YES	2900000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C122.2-DMic	Thay micro (FPC) - Dual	Thay Micro	51H10208-00M	Bo đuôi sạc M7 (loại mico ST Duo) (không mua nữa sẽ sử dụng 51H10208-03M thay thế)	YES	230000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C122.2-KMic	Thay micro (FPC) - Knowles	Thay Micro	51H10208-03M	Bo đuôi sạc M7 (loại mico Knowles)	YES	230000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C122.2-SMic	Thay micro (FPC) - Single	Thay Micro	51H10208-02M	Bo đuôi sạc M7 (loại mico ST Single) (không mua nữa sẽ sử dụng 51H10208-03M thay thế)	YES	230000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C112-Silver	Thay nắp lưng (bạc, trắng)		74H02404-04M	Nắp lưng HTC One (M7) (bạc)	YES	1460000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C112-Black	Thay nắp lưng (đen)		83H40000-21	Nắp lưng HTC One (M7) (đen)	YES	1460000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C112-Red	Thay nắp lưng (đỏ)		83H40000-01	Nắp lưng HTC One (M7) (đỏ)	YES	1460000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C112-Yellow	Thay nắp lưng (vàng)		83H40000-37	Nắp lưng HTC One (M7) (vàng)	YES	1460000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C112-Blue	Thay nắp lưng (xanh)		83H40000-34	Nắp lưng HTC One (M7) (xanh)	YES	1460000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C106-BTBL	Thay nút âm thanh ngoài (đen)		71H04452-00M	Nút volume M7 (đen)	YES	50000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-C106-BTWT	Thay nút âm thanh ngoài (trắng)		71H04452-02M	Nút volume M7 (bạc)	YES	50000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-B101	Thay pin chính (phải mở máy)	Thay Pin	35H00207-01M	Pin sạc 2300mAh/3,8V HTC One (M7)	YES	390000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G105	Thay rung	Thay rung	36H01922-00M	Bộ phận rung (mô tơ) HTC One M7/M7C	YES	40000	400000	M4
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G105	Thay rung	Thay rung	76H0A068-00M	Miếng dán cố định cáp tín hiệu bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G105	Thay rung	Thay rung	76H0A124-00M	Miếng dán cố định bộ phận rung HTC One (M7)	YES	10000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G101-Black	Thay sạc (đen)		79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	290000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G101-White	Thay sạc (trắng)		79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	290000	0	Free
HTC	HTC One (32G) (VN)/ M7#U_32G-C9#ASIA	HTC One	HTC-G106-Black	Thay tai nghe (đen)		39H00014-08M	Tai nghe HTC (đen) One, One Mini/Max, Desire 200/600	YES	390000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		51H10234-01M	Bo dưới (bo micro/sạc - without OVP IC) One (M8)	YES	180000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		72H08204-00M	Miếng dán bảo vệ bo dưới One (M8)	YES	10000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M101	Thay bo mạch chính		72H08389-00M	Miếng tản nhiệt cho anten NFC (NR) HTC One E8	YES	20000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M101	Thay bo mạch chính		76H0B471-00M	Xốp đệm anten NFC HTC One E8	YES	10000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M101	Thay bo mạch chính		99HAAU017-02	Bo mạch chính HTC One E8	YES	4310000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M104.2	Thay bo trên		51H01006-02M	Bo trên HTC One E8	YES	330000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M104.2	Thay bo trên		76H0B536-00M	Miếng dán đệm bo trên HTC One E8	YES	0	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G117-Main	Thay camera chính	Thay Camera chính	54H00537-01M	Camera sau One M8 Mini	YES	620000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G117-Main	Thay camera chính	Thay Camera chính	72H08554-00M	Miếng dán bảo vệ camera chính HTC One E8	YES	10000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G117-Sub	Thay camera phụ	Thay Camera trước	54H00536-00M	Camera phụ Desire 816, One M8 Mini	YES	160000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M002.2-PWR	Thay cáp tín hiệu nút nguồn		51H20625-00M	Nút nguồn trong HTC One E8	YES	130000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M002.2-PWR	Thay cáp tín hiệu nút nguồn		72H08389-00M	Miếng tản nhiệt cho anten NFC (NR) HTC One E8	YES	20000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-M002.2-PWR	Thay cáp tín hiệu nút nguồn		76H0B471-00M	Xốp đệm anten NFC HTC One E8	YES	10000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G103	Thay chuông	Thay Chuông	36H01050-00M	Chuông dưới One (M8)	YES	150000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G111-White	Thay khay SIM (trắng)		72H08584-00M	khay sim (trắng) HTC One E8	YES	190000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G111-Grey	Thay khay SIM (xám)		72H08584-01M	Khay sim (xám) HTC One E8	YES	190000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G111.1-SDWhite	Thay khay thẻ nhớ (trắng)		72H08377-00M	Khay thẻ nhớ (trắng) HTC One E8	YES	90000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G111.1-SDGrey	Thay khay thẻ nhớ (xám)		72H08377-01M	Khay thẻ nhớ (đen) HTC One E8	YES	90000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G103.1	Thay loa	Thay Loa	36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		72H08389-00M	Miếng tản nhiệt cho anten NFC (NR) HTC One E8	YES	20000	0	Free
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		74H02695-00M	Khung màn hình đen (1 màu duy nhất) HTC One E8	YES	160000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		76H0B471-00M	Xốp đệm anten NFC HTC One E8	YES	10000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		77H50017-00M	Miếng dán pin One (M8)	YES	20000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		83H10113-00	Màn hình có cảm ứng HTC One E8	YES	1700000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-C112-Silver	Thay nắp lưng (bạc, trắng)		74H02692-21M	Nắp lưng (trắng) HTC One E8	YES	300000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-C112-Grey	Thay nắp lưng (Xám)		74H02692-22M	Nắp lưng (đen) HTC One E8	YES	300000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-C106-BTBL	Thay nút âm thanh ngoài (đen)		71H04878-00M	Nút âm thanh ngoài (đen) HTC One E8	YES	20000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G105	Thay rung	Thay rung	36H01065-00M	Rung HTC One E8	YES	40000	400000	M4
HTC	HTC One (E8) (VN)/ M8_ACE#UL-C9#ASIA	HTC One_E8	HTC-G106-Black	Thay tai nghe (đen)		39H00021-00M	Tai nghe One M8 Mini, M8, M7 (đen)	YES	290000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		51H10234-01M	Bo dưới (bo micro/sạc - without OVP IC) One (M8)	YES	180000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		72H08204-00M	Miếng dán bảo vệ bo dưới One (M8)	YES	10000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		72H08101-00M	Dán bảo vệ đầu nối cảm ứng One (M8)	YES	0	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		72H08210-00M	Miếng dán che cáp tín hiệu màn hình One (M8)	YES	10000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		72H08351-00M	Dán cố định cáp tín hiệu màn hình One (M8)	YES	10000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		76H0B185-00M	Miếng dán cách diện đầu nối màn hình One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		76H0B288-00M	Miếng dán lớn dán các đầu nối bên phải main One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M101	Thay bo mạch chính		99HYK096-02	Bo mạch chính One (M8)	YES	4470000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		51H10235-15M	Bo trên (bo nút nguồn) One (M8)	YES	630000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		72H08202-00M	Miếng dán che đầu nối bo One (M8)	YES	0	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		76H0A992-00M	Xốp đệm nắp đậy chuông One (M8)	YES	10000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		76H0B146-00M	Miếng dán che nút âm thanh One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		76H0B159-00M	Xốp đệm cam chính One (M8)	YES	0	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M104.2	Thay bo trên		76H0B184-00M	Miếng dán che đầu kết nối bo trên One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G117-Main	Thay camera chính	Thay Camera chính	54H00530-03M	Camera chính One (M8)	YES	1320000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G117-Sub	Thay camera phụ	Thay Camera trước	54H00522-01M	Camera phụ One (M8)	YES	280000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth		73H00538-00M	Cáp anten wifi One (M8)	YES	20000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C122-SIMFPC	Thay cáp ổ SIM		51H20589-00M	Bo ổ sim One (M8)	YES	150000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ		51H20589-00M	Bo ổ sim One (M8)	YES	150000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C122.2-FPCSDVOL	Thay cáp thẻ nhớ/Phím âm thanh		51H20590-00M	Cáp tín hiệu ổ thẻ One (M8)	YES	140000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C122.2-FPCSDVOL	Thay cáp thẻ nhớ/Phím âm thanh		76H0B146-00M	Miếng dán che nút âm thanh One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	Thay cáp USB	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	120000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G103	Thay chuông	Thay Chuông	36H01050-00M	Chuông dưới One (M8)	YES	150000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M002-JEAR	Thay jack tai nghe		36H01044-01M	Giắc tai nghe HTC One (M8)	YES	40000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-M002-JUSB	Thay jack USB/ Micro USB		75H01173-00M	Đuôi sạc HTC One (M8)	YES	50000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111-White	Thay khay SIM (trắng)		72H08333-00M	Khay sim bạc One (M8)	YES	150000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111-Gold	Thay khay SIM (vàng)		72H08601-02M	Khay sim vàng One (M8)	YES	150000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111-Grey	Thay khay SIM (xám)		72H08333-01M	Khay sim xám One (M8)	YES	150000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111.1-SDWhite	Thay khay thẻ nhớ (trắng)		72H08105-00M	Khay thẻ nhớ trắng One (M8)	YES	60000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111.1-SDGold	Thay khay thẻ nhớ (vàng)		72H08105-02M	Khay thẻ nhớ vàng One (M8)	YES	60000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G111.1-SDGrey	Thay khay thẻ nhớ (xám)		72H08105-01M	Khay thẻ nhớ xám One (M8)	YES	60000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	36H01045-00M	Chuông trên One (M8)	YES	80000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	74H02644-01M	Khung sườn đen One - without hole (M8)	YES	240000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	77H50017-00M	Miếng dán pin One (M8)	YES	20000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-White	Thay khung sườn (trắng)	Thay khung	36H01045-00M	Chuông trên One (M8)	YES	80000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-White	Thay khung sườn (trắng)	Thay khung	74H02614-00M	Khung sườn trắng One - without hole (M8)	YES	240000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102-White	Thay khung sườn (trắng)	Thay khung	77H50017-00M	Miếng dán pin One (M8)	YES	20000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-C102.3-LCAM	Thay kính Camera	Thay Kính Camera	71H04806-00M	Kiếng camera HTC One (M8)	YES	150000	300000	M3
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-G103.1	Thay loa	Thay Loa	36H01045-00M	Chuông trên One (M8)	YES	80000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		66H00135-01M	Miếng dán bảo vệ màn hình M8	YES	100000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		36H01045-00M	Chuông trên One (M8)	YES	80000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		66H00135-01M	Miếng dán bảo vệ màn hình M8	YES	100000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H08101-00M	Dán bảo vệ đầu nối cảm ứng One (M8)	YES	0	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H08210-00M	Miếng dán che cáp tín hiệu màn hình One (M8)	YES	10000	0	Free
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H08351-00M	Dán cố định cáp tín hiệu màn hình One (M8)	YES	10000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H08352-00M	Dán cố định cáp tín hiệu cảm ứng One (M8)	YES	0	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		74H02644-01M	Khung sườn đen One - without hole (M8)	YES	240000	400000	M4
HTC	HTC One (M8) (VN)/ M8#UL-C9#ASIA	HTC One_M8	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		76H0B184-00M	Miếng dán che đầu kết nối bo trên One (M8)	YES	0	400000	M4
