Hãng điện thoại	Model	Model App	Mã Sửa Chữa	Sửa Chữa	Sửa Chữa App	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power		51H20530-00M	Phím nguồn trong Desire 501	YES	20000	400000	M4
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power		76H09954-00M	Miếng dán che phím nguồn (NR) Desire 501	YES	0	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G103	Thay chuông	Thay Chuông	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	YES	80000	200000	M2
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-M002-JEAR	Thay jack tai nghe		36H01912-00M	Giắc tai nghe Desire SV	YES	60000	400000	M4
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-M002-JUSB	Thay jack USB/ Micro USB		75H00978-12M	Đuôi sạc One V	YES	40000	250000	M2.5
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	YES	80000	200000	M2
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	74H02447-00M	Khung sườn Desire 501	YES	190000	400000	M4
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G103.1	Thay loa	Thay Loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	120000	150000	M1.5
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	120000	150000	M1.5
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		72H07362-00M	Miếng dán cách diện đầu nối màn hình (NR) Desire 501	YES	0	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		72H07363-00M	Miếng dán bảo vệ dây kết nối bo mạch (NR) Desire 501	YES	10000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		76H09954-00M	Miếng dán che phím nguồn (NR) Desire 501	YES	0	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		76H0A195-00M	Miếng dán che phím âm thanh (NR) Desire 501	YES	10000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		80H01487-00	Màn hình có cảm ứng Desire 501	YES	1390000	400000	M4
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)		74H02448-11M	Nắp pin (trắng) Desire 501	YES	320000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C112-BlackL1	Thay nắp lưng (đen)		74H02448-12M	Nắp pin (đen) Desire 501	YES	320000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-C112-PinkL1	Thay nắp lưng (hồng)		74H02448-13M	Nắp pin Desire 501 (hồng)	YES	320000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-B101-0	Thay pin chính (kg mở máy)	Thay Pin	35H00205-01M	Pin sạc 2100mAh,3.8V Desire 501	YES	260000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G105	Thay rung	Thay rung	36H01028-00M	Rung Desire 700/ 501	YES	50000	300000	M3
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G105	Thay rung	Thay rung	76H09949-00M	Miếng dán cách điện đầu nối rung (NR) Desire 501	YES	0	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G101-Black	Thay sạc (đen)		79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	290000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G101-White	Thay sạc (trắng)		79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	290000	0	Free
HTC	HTC Desire 501/ 603h/ CSN#U-C9#ASIA	HTC Desire 501	HTC-G106-White	Thay tai nghe (Trắng)		39H00013-01M	Tai nghe HTC (trắng) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	350000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-C122.3-SSR	Thay bo cảm biến		51H20644-00M	Bo cảm biến ánh sáng HTC Desire 510	YES	40000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M101	Thay bo mạch chính		99HABN034-02	Bo mạch chính HTC Desire 510	YES	2320000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-B108-AT	Thay cáp anten sóng		73H00563-00M	Cáp anten sóng HTC Desire 510	YES	20000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M002.2-VOL	Thay cáp tín hiệu âm thanh/ volume		36H00783-00M	Micro Rhodium (T7373), Bravo, Photon, Sensation, Desire 616	YES	60000	200000	M2
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	Thay cáp USB	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	120000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-G103	Thay chuông	Thay Chuông	36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M002-JUSB	Thay jack USB/ Micro USB		75H00975-13M	Jack USB M7	YES	50000	450000	M4.5
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-G103.1	Thay loa	Thay Loa	36H01084-00M	Loa HTC Desire 510	YES	20000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101	Thay màn hình		62H00107-00M	Màn hình có cảm ứng HTC Desire 510	YES	580000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101	Thay màn hình		76H0B954-00M	Keo 2 mặt dán sườn với màn hình (phía trên) Desire 510	YES	10000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101	Thay màn hình		76H0B956-00M	Keo 2 mặt dán sườn với màn hình (phía dưới) Desire 510	YES	20000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101	Thay màn hình		76H0B958-00M	Keo 2 mặt dán sườn với màn hình (bên trái) Desire 510	YES	10000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101	Thay màn hình		76H0B959-00M	Keo 2 mặt dán sườn với màn hình (bên phải) Desire 510	YES	20000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		62H00107-00M	Màn hình có cảm ứng HTC Desire 510	YES	580000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		36H01084-00M	Loa HTC Desire 510	YES	20000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		62H00107-00M	Màn hình có cảm ứng HTC Desire 510	YES	580000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		74H02740-00M	Vỏ mặt trước (đen) HTC Desire 510 (Thay kèm MH)	YES	200000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		36H01084-00M	Loa HTC Desire 510	YES	20000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		62H00107-00M	Màn hình có cảm ứng HTC Desire 510	YES	580000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		74H02740-01M	Vỏ mặt trước (trắng) HTC Desire 510 (Thay kèm MH)	YES	200000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	Thay micro dưới	36H00783-00M	Micro Rhodium (T7373), Bravo, Photon, Sensation, Desire 616	YES	60000	200000	M2
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)		74H02742-01M	Nắp pin (trắng) HTC Desire 510	YES	90000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M002.2-BPWR	Thay nút nguồn		36H01078-00M	Phím âm thanh trong Desire 510	YES	10000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-C106-POW	Thay nút nguồn ngoài		71H04922-00M	Nút nguồn ngoài HTC Desire 510	YES	10000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-M002-BVOL	Thay nút Volume		36H01078-00M	Phím âm thanh trong Desire 510	YES	10000	400000	M4
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-G101-Black	Thay sạc (đen)		79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	290000	0	Free
HTC	HTC Desire 510 (VN)/A11#UL-C9#ASIA	HTC Desire 510	HTC-G106-Black	Thay tai nghe (đen)		39H00013-00M	Tai nghe HTC (đen) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	350000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		51H00868-00M	Bo đuôi sạc Desire 600	YES	90000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M101	Thay bo mạch chính		72H07520-00M	Miếng dán bo ổ sim Desire 600	YES	10000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M101	Thay bo mạch chính		72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M101	Thay bo mạch chính		72H07595-00M	Miếng đồng tản nhiệt cho bo Desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M101	Thay bo mạch chính		72H07724-00M	Miếng đồng tản nhiệt cho cpu Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M101	Thay bo mạch chính		99HVH025-02	Bo mạch chính Desire 600	YES	2320000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G117-Main	Thay camera chính	Thay Camera chính	54H00461-00M	Camera sau One S	YES	720000	300000	M3
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G117-Main	Thay camera chính	Thay Camera chính	72H07562-00M	Dán bảo vệ camera Desire 600	YES	5000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G117-Sub	Thay camera phụ	Thay Camera trước	54H00496-00M	Camera phụ Desire 600 (Camera trước)	YES	260000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G117-Sub	Thay camera phụ	Thay Camera trước	76H0A339-00M	Xốp đệm camera phụ Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-B108-AT	Thay cáp anten sóng		73H00487-00M	Cáp anten sóng Desire 600	YES	20000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ		51H20534-02M	Bo sim và thẻ Desire 600	YES	150000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ		72H07520-00M	Miếng dán bo ổ sim Desire 600	YES	10000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	Thay cáp USB	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	120000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	Thay cáp USB	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	YES	120000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G103	Thay chuông	Thay Chuông	36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G103	Thay chuông	Thay Chuông	72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G103	Thay chuông	Thay Chuông	72H07595-00M	Miếng đồng tản nhiệt cho bo Desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-JEAR	Thay jack tai nghe		36H01912-00M	Giắc tai nghe Desire SV	YES	60000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-JUSB	Thay jack USB/ Micro USB		75H01131-00M	Đuôi sạc Desire 600	YES	40000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	74H02486-00M	Khung sườn Desire 600 (có kính camera) (màu đen)	YES	310000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C102-White	Thay khung sườn (trắng)	Thay khung	74H02486-01M	Khung sườn Desire 600 (có kính camera) (màu đỏ cho máy trắng)	YES	310000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G103.1	Thay loa	Thay Loa	36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G103.1	Thay loa	Thay Loa	72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		66H00129-01M	Miếng dán bảo vệ màn hình Desire 600	YES	70000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H07595-00M	Miếng đồng tản nhiệt cho bo Desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		72H07613-00M	Miếng dán dây màn hình desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)		80H01566-00	Màn hình có cảm ứng và vỏ mặt trước Desire 600 (đen)	YES	1740000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		36H01916-00M	Loa One, One max, Desire 600/700	YES	120000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		66H00129-01M	Miếng dán bảo vệ màn hình Desire 600	YES	70000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07595-00M	Miếng đồng tản nhiệt cho bo Desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		72H07613-00M	Miếng dán dây màn hình desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)		80H01566-01	Màn hình có cảm ứng và vỏ mặt trước Desire 600 (trắng)	YES	1740000	400000	M4
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	Thay micro dưới	36H01022-00M	Micro One SV	YES	45000	250000	M2.5
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C112-SilverL1	Thay nắp lưng (bạc, trắng)		74H02477-01M	Nắp pin Desire 600 (trắng)	YES	300000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-C112-BlackL1	Thay nắp lưng (đen)		74H02477-00M	Nắp pin Desire 600 (đen)	YES	300000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-BPWR	Thay nút Power		36H00858-00M	Phím nguồn trong Desire Z, Desire 600, phím volume Desire X,U,V	YES	30000	150000	M1.5
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-BPWR	Thay nút Power		72H07564-00M	Miếng dán bảo vệ dây kết nối bo mạch chính với màn hình Desire 600	YES	0	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-BPWR	Thay nút Power		72H07595-00M	Miếng đồng tản nhiệt cho bo Desire 600	YES	20000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-M002-BVOL	Thay nút Volume		36H00858-00M	Phím nguồn trong Desire Z, Desire 600, phím volume Desire X,U,V	YES	30000	150000	M1.5
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-B101-BK0	Thay pin chính (kg mở máy) (đen)	Thay Pin	35H00209-25M	Pin Desire 600 (cho máy đen)	YES	390000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-B101-RD0	Thay pin chính (kg mở máy) (đỏ)	Thay Pin	35H00209-23M	Pin Desire 600 (đỏ dùng cho máy trắng)	YES	390000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G105	Thay rung	Thay rung	36H01011-00M	Bộ phận rung (mô tơ) 8S/Desire 300	YES	80000	250000	M2.5
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G101-Black	Thay sạc (đen)		79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	290000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G101-White	Thay sạc (trắng)		79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	290000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G106-Black	Thay tai nghe (đen)		39H00014-08M	Tai nghe HTC (đen) One, One Mini/Max, Desire 200/600	YES	390000	0	Free
HTC	HTC Desire 600 Dual Sim, 606w	HTC Desire 600 Dual Sim	HTC-G106-White	Thay tai nghe (Trắng)		39H00014-04M	Tai nghe HTC (trắng) One, One Mini/Max, Desire 200/600	YES	390000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro		51H00975-02M	Bo micro/sạc Desire 610	YES	60000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M101	Thay bo mạch chính		76H0B244-00M	Miếng dán cố định pin Desire 610	YES	10000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M101	Thay bo mạch chính		77H50022-00M	Miếng dán pin Desire 610	YES	20000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M101	Thay bo mạch chính		99HAAH057-02	Bo mạch chính Desire 610	YES	2170000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G117-Main	Thay camera chính	Thay Camera chính	54H00532-00M	Camera sau Desire 610	YES	350000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G117-Sub	Thay camera phụ	Thay Camera trước	54H00484-00M	Camera trước Desire 610	YES	120000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-B108-AT	Thay cáp anten sóng		73H00547-00M	Cáp anten sóng Desire 610	YES	20000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	Thay cáp USB	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	120000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	Thay cáp USB	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	YES	120000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G103	Thay chuông	Thay Chuông	36H01030-04M	Chuông dưới Desire 610	YES	60000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M002-JEAR	Thay jack tai nghe		36H01044-01M	Giắc tai nghe HTC One (M8)	YES	40000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-M002-JUSB	Thay jack USB/ Micro USB		75H01137-02M	Đuôi sạc Desire 610	YES	50000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-C102-Black	Thay khung sườn (đen)	Thay khung	74H02675-01M	Khung sườn Desire 610	YES	130000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-G103.1	Thay loa	Thay Loa	36H01030-01M	Chuông trên HTC One Mini	YES	60000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		72H08349-00M	Miếng dán bảo vệ đầu nối màn hình Desire 610	YES	0	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		77H50022-00M	Miếng dán pin Desire 610	YES	20000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước		83H00515-00	Màn hình có cảm ứng Desire 610	YES	950000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2-Orange	Thay màn hình có cảm ứng và mặt trước (cam)		36H01030-01M	Chuông trên HTC One Mini	YES	60000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2-Orange	Thay màn hình có cảm ứng và mặt trước (cam)		62H00116-02M	Màn hình có cảm ứng Desire 610	YES	950000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2-Orange	Thay màn hình có cảm ứng và mặt trước (cam)		66H00139-02M	Miếng dán màn hình Desire 610	YES	50000	0	Free
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2-Orange	Thay màn hình có cảm ứng và mặt trước (cam)		74H02663-02M	Vỏ mặt trước/khung màn hình (cam) Desire 610 (Thay kèm MH NR)	YES	180000	400000	M4
HTC	HTC Desire 610 (VN)/ A3QHD#UL_ASIA-C9#ASIA	HTC Desire 610	HTC-L101.2-Orange	Thay màn hình có cảm ứng và mặt trước (cam)		77H50022-00M	Miếng dán pin Desire 610	YES	20000	0	Free
