LDT		Model App	Mã Sửa Chữa	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
Lenovo		Lenovo X2	LNV-2.630	Thay Camera sau	5C29A6MWWU	Camera Lenovo X2	YES	940000	300000	M3
Lenovo		Lenovo A516	LNV-2.631	Err:512	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo		Lenovo A526	LNV-2.631	Err:512	5C29A6MW57	Camera trước Lenovo A526	YES	60000	200000	M2
Lenovo		Lenovo A680	LNV-2.631	Err:512	5C29A6MWWY	Camera phụ Lenovo A680	YES	60000	200000	M2
Lenovo		Lenovo A850	LNV-2.631	Err:512	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo		Lenovo A859	LNV-2.631	Err:512	5C29A467PQ	Camera phụ Lenovo A859	YES	210000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.631	Err:512	SC29A12350	Camera phụ Lenovo K900	YES	340000	200000	M2
Lenovo		Lenovo P770	LNV-2.631	Err:512	5C29A12300	Camera phụ Lenovo P770	YES	100000	200000	M2
Lenovo		Lenovo S580	LNV-2.631	Err:512	5C29A6MX5H	Camera phụ Lenovo S580	YES	130000	250000	M2.5
Lenovo		Lenovo S650	LNV-2.631	Err:512	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo		Lenovo S660	LNV-2.631	Err:512	5C29A6MVY1	Camera phụ Lenovo S660	YES	70000	200000	M2
Lenovo		Lenovo S820	LNV-2.631	Err:512	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.631	Err:512	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S930	LNV-2.631	Err:512	5C29A465WP	Camera phụ Lenovo S930	YES	220000	200000	M2
Lenovo		Lenovo A319	LNV-2.632	Thay Camera trước (trên)	5C29A6N433	Camera phụ Lenovo A319	YES	120000	200000	M2
Lenovo		Lenovo A328	LNV-2.632	Thay Camera trước (trên)	5C29A6N2BW	Camera phụ Lenovo A328	YES	770000	200000	M2
Lenovo		Lenovo A5000	LNV-2.632	Thay Camera trước (trên)	5C28C00721	Camera phụ Lenovo A5000	YES	130000	200000	M2
Lenovo		Lenovo A526	LNV-2.632	Thay Camera trước (trên)	5C29A6MW57	Camera trước Lenovo A526	YES	60000	200000	M2
Lenovo		Lenovo A536	LNV-2.632	Thay Camera trước (trên)	5C29A6N0DG	Camera phụ Lenovo A536	YES	120000	200000	M2
Lenovo		Lenovo A6000	LNV-2.632	Thay Camera trước (trên)	5C28C00273	Camera trước Lenovo A6000	YES	100000	300000	M3
Lenovo		Lenovo A680	LNV-2.632	Thay Camera trước (trên)	5C29A6MWWY	Camera phụ Lenovo A680	YES	60000	200000	M2
Lenovo		Lenovo A850	LNV-2.632	Thay Camera trước (trên)	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo		Lenovo A859	LNV-2.632	Thay Camera trước (trên)	5C29A467PQ	Camera phụ Lenovo A859	YES	210000	200000	M2
Lenovo		Lenovo P70-A	LNV-2.632	Thay Camera trước (trên)	SC29A6N0M1	Camera phụ Lenovo P70-A	YES	190000	300000	M3
Lenovo		Lenovo P770	LNV-2.632	Thay Camera trước (trên)	5C29A12300	Camera phụ Lenovo P770	YES	100000	200000	M2
Lenovo		Lenovo S580	LNV-2.632	Thay Camera trước (trên)	5C29A6MX5H	Camera phụ Lenovo S580	YES	130000	250000	M2.5
Lenovo		Lenovo S650	LNV-2.632	Thay Camera trước (trên)	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo		Lenovo S660	LNV-2.632	Thay Camera trước (trên)	5C29A6MVY1	Camera phụ Lenovo S660	YES	70000	200000	M2
Lenovo		Lenovo S820	LNV-2.632	Thay Camera trước (trên)	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.632	Thay Camera trước (trên)	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S850	LNV-2.632	Thay Camera trước (trên)	SC29A4631I	Camera trước Lenovo S850	YES	420000	200000	M2
Lenovo		Lenovo S90-A_32G	LNV-2.632	Thay Camera trước (trên)	SC29A6N1BK	Camera trước Lenovo S90-A	YES	650000	300000	M3
Lenovo		Lenovo S920	LNV-2.632	Thay Camera trước (trên)	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S920_8G	LNV-2.632	Thay Camera trước (trên)	5C29A12355	Camera phụ Lenovo S820_8G	YES	180000	200000	M2
Lenovo		Lenovo S930	LNV-2.632	Thay Camera trước (trên)	5C29A465WP	Camera phụ Lenovo S930	YES	220000	200000	M2
Lenovo		Lenovo S960	LNV-2.632	Thay Camera trước (trên)	5C29A466CL	Camera phụ Lenovo S960	YES	450000	200000	M2
Lenovo		Lenovo X2	LNV-2.632	Thay Camera trước (trên)	5C29A6MWWV	Camera trước trên Lenovo X2	YES	470000	300000	M3
Lenovo		Lenovo A390	LNV-2.634	Thay Kính Camera	SMO9A43395	Kính camera (đen) Lenovo A390	YES	20000	100000	M1
Lenovo		Lenovo A706	LNV-2.634	Thay Kính Camera	SMO9A09377	Kính camera Lenovo A706	YES	20000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.634	Thay Kính Camera	SMO9A09175	Kính camera Lenovo K900	YES	60000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.634	Thay Kính Camera	SMO9A09175	Kính camera Lenovo K900	YES	60000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.634	Thay Kính Camera	SMO9A09650	Kính camera Lenovo P780_8G	YES	20000	200000	M2
Lenovo		Lenovo S820	LNV-2.634	Thay Kính Camera	SMO9A09517	Kính camera Lenovo S820_8G	YES	20000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.634	Thay Kính Camera	SMO9A09517	Kính camera Lenovo S820_8G	YES	20000	200000	M2
Lenovo		Lenovo S920	LNV-2.634	Thay Kính Camera	5MO9A09383	Kính camera đen Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo S920_8G	LNV-2.634	Thay Kính Camera	5MO9A09383	Kính camera đen Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo A269i	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43501	Sạc kg cáp 700mA/5V C-P39 (đen) Lenovo A269I	YES	120000	0	Free
Lenovo		Lenovo A316i	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo A328	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo A369i	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43501	Sạc kg cáp 700mA/5V C-P39 (đen) Lenovo A269I	YES	120000	0	Free
Lenovo		Lenovo A390	LNV-2.700	Thay Sạc (đen) kg cáp USB	5O29A11854	Sạc kg cáp 700mA/5V C-P22 (đen) Lenovo A390	YES	120000	0	Free
Lenovo		Lenovo A516	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43501	Sạc kg cáp 700mA/5V C-P39 (đen) Lenovo A269I	YES	120000	0	Free
Lenovo		Lenovo A526	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo A536	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo A680	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43501	Sạc kg cáp 700mA/5V C-P39 (đen) Lenovo A269I	YES	120000	0	Free
Lenovo		Lenovo A850	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43500	Sạc kg cáp USB 1A (đen) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo A859	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo K900_16G	LNV-2.700	Thay Sạc (đen) kg cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo		Lenovo K900_32G	LNV-2.700	Thay Sạc (đen) kg cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo		Lenovo K910L	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A46456	Sạc không cáp 1.5A Lenovo K910L	YES	140000	0	Free
Lenovo		Lenovo P780_4G	LNV-2.700	Thay Sạc (đen) kg cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo		Lenovo P780_8G	LNV-2.700	Thay Sạc (đen) kg cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo		Lenovo S580	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A464M5	Sạc kg cáp 1A C-P57 (đen) Lenovo A526	YES	120000	0	Free
Lenovo		Lenovo S650	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43500	Sạc kg cáp USB 1A (đen) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo S660	LNV-2.700	Thay Sạc (đen) kg cáp USB	5A19A46456	Sạc không cáp 1.5A Lenovo K910L	YES	140000	0	Free
Lenovo		Lenovo S860	LNV-2.700	Thay Sạc (đen) kg cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo		Lenovo S920	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43500	Sạc kg cáp USB 1A (đen) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.700	Thay Sạc (đen) kg cáp USB	SO29A43500	Sạc kg cáp USB 1A (đen) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo A319	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464MB	Sạc kg cáp USB (trắng) 1A Lenovo A859	YES	120000	0	Free
Lenovo		Lenovo A328	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464MB	Sạc kg cáp USB (trắng) 1A Lenovo A859	YES	120000	0	Free
Lenovo		Lenovo A5000	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464N4	Sạc kg cáp USB 2A (trắng) Lenovo P70-A	YES	160000	0	Free
Lenovo		Lenovo A516	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43509	Sạc kg cáp USB 700mA (trắng) Lenovo A516	YES	120000	0	Free
Lenovo		Lenovo A6000	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464MB	Sạc kg cáp USB (trắng) 1A Lenovo A859	YES	120000	0	Free
Lenovo		Lenovo A706	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo A850	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo A859	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464MB	Sạc kg cáp USB (trắng) 1A Lenovo A859	YES	120000	0	Free
Lenovo		Lenovo P70-A	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A464N4	Sạc kg cáp USB 2A (trắng) Lenovo P70-A	YES	160000	0	Free
Lenovo		Lenovo S650	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo S920	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo S930	LNV-2.701	Thay Sạc (trắng) kg cáp USB	5A19A46470	Sạc (trắng) không cáp 1.5A Lenovo S930	YES	140000	0	Free
Lenovo		Lenovo S960	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SO29A43508	Sạc kg cáp USB 1A (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo X2	LNV-2.701	Thay Sạc (trắng) kg cáp USB	SA19A6N0TN	Sạc kg cáp (trắng) 1,5A C-P64 Lenovo X2/Z2	YES	140000	0	Free
Lenovo		Lenovo A269i	LNV-2.710	Thay Cáp USB (đen)	5C19A465KQ	Cáp kết nối dữ liệu Lenovo A269I	YES	50000	0	Free
Lenovo		Lenovo A316i	LNV-2.710	Thay Cáp USB (đen)	5C19A465KQ	Cáp kết nối dữ liệu Lenovo A269I	YES	50000	0	Free
Lenovo		Lenovo A328	LNV-2.710	Thay Cáp USB (đen)	5C19A6N3LL	Cáp kết nối dữ liệu USB Lenovo A328	YES	60000	0	Free
Lenovo		Lenovo A369i	LNV-2.710	Thay Cáp USB (đen)	5C19A6MVR1	Cáp kết nối dữ liệu USB Lenovo A369i	YES	60000	0	Free
Lenovo		Lenovo A390	LNV-2.710	Thay Cáp USB (đen)	SO29A45624	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A516	LNV-2.710	Thay Cáp USB (đen)	5O29A11836	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A536	LNV-2.710	Thay Cáp USB (đen)	5C19A6N0KY	Cáp tín hiệu USB (đen) Lenovo A536	YES	60000	0	Free
Lenovo		Lenovo A680	LNV-2.710	Thay Cáp USB (đen)	SO29A45624	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A850	LNV-2.710	Thay Cáp USB (đen)	SO29A11929	Cáp kết nối dữ liệu USB (đen) Lenovo A850	YES	60000	0	Free
Lenovo		Lenovo K900_16G	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo K900_32G	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo K910L	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo P780_4G	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo P780_8G	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo S580	LNV-2.710	Thay Cáp USB (đen)	5C19A6N2YD	Cáp kết nối dữ liệu USB Lenovo S580	YES	60000	0	Free
Lenovo		Lenovo S650	LNV-2.710	Thay Cáp USB (đen)	SO29A11929	Cáp kết nối dữ liệu USB (đen) Lenovo A850	YES	60000	0	Free
Lenovo		Lenovo S660	LNV-2.710	Thay Cáp USB (đen)	5C19A6MW8H	Cáp kết nối dữ liệu USB Lenovo S660	YES	60000	0	Free
Lenovo		Lenovo S820_8G	LNV-2.710	Thay Cáp USB (đen)	5O29A11836	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo S860	LNV-2.710	Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	60000	0	Free
Lenovo		Lenovo S920	LNV-2.710	Thay Cáp USB (đen)	5O29A11836	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.710	Thay Cáp USB (đen)	5O29A11836	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A319	LNV-2.711	Thay Cáp USB (trắng)	5C19A6N43D	Cáp kết nối dữ liệu USB (trắng) Lenovo A319	YES	60000	0	Free
Lenovo		Lenovo A516	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A536	LNV-2.711	Thay Cáp USB (trắng)	5C19A6N0KX	Cáp tín hiệu USB (trắng) Lenovo A536	YES	60000	0	Free
Lenovo		Lenovo A6000	LNV-2.711	Thay Cáp USB (trắng)	5C18C00967	Cáp kết nối dữ liệu USB (trắng) Lenovo A6000	YES	60000	0	Free
Lenovo		Lenovo A680	LNV-2.711	Thay Cáp USB (trắng)	5C19A6N4VC	Cáp kết nối dữ liệu USB (trắng) Lenovo A680	YES	60000	0	Free
Lenovo		Lenovo A706	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo A850	LNV-2.711	Thay Cáp USB (trắng)	SO29A11930	Cáp kết nối dữ liệu USB (trắng) Lenovo A850	YES	60000	0	Free
Lenovo		Lenovo A859	LNV-2.711	Thay Cáp USB (trắng)	SO29A11930	Cáp kết nối dữ liệu USB (trắng) Lenovo A850	YES	60000	0	Free
Lenovo		Lenovo K910L	LNV-2.711	Thay Cáp USB (trắng)	SO29A11934	Cáp kết nối dữ liệu USB 2A (trắng) Lenovo S930	YES	60000	0	Free
Lenovo		Lenovo P70-A	LNV-2.711	Thay Cáp USB (trắng)	5O28C00468	Cáp kết nối dữ liệu USB Lenovo P70-A	YES	60000	0	Free
Lenovo		Lenovo S850	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo S920	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo S930	LNV-2.711	Thay Cáp USB (trắng)	SO29A11934	Cáp kết nối dữ liệu USB 2A (trắng) Lenovo S930	YES	60000	0	Free
Lenovo		Lenovo S960	LNV-2.711	Thay Cáp USB (trắng)	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	60000	0	Free
Lenovo		Lenovo X2	LNV-2.711	Thay Cáp USB (trắng)	5C19A6MXUV	Cáp kết nối dữ liệu USB (trắng) Lenovo X2	YES	60000	0	Free
Lenovo		Lenovo A269i	LNV-2.720	Thay Tai nghe (đen)	5H39A465KW	Tai nghe Lenovo A269I	YES	100000	0	Free
Lenovo		Lenovo A316i	LNV-2.720	Thay Tai nghe (đen)	5H39A465KW	Tai nghe Lenovo A269I	YES	100000	0	Free
Lenovo		Lenovo A328	LNV-2.720	Thay Tai nghe (đen)	5H39A6N3LM	Tai nghe (đen) Lenovo A328	YES	110000	0	Free
Lenovo		Lenovo A369i	LNV-2.720	Thay Tai nghe (đen)	5H39A464ZD	Tai nghe (đen) Lenovo A369I	YES	110000	0	Free
Lenovo		Lenovo A516	LNV-2.720	Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo A526	LNV-2.720	Thay Tai nghe (đen)	5H39A465KW	Tai nghe Lenovo A269I	YES	100000	0	Free
Lenovo		Lenovo A536	LNV-2.720	Thay Tai nghe (đen)	5H39A6N0L1	Tai nghe (đen) Lenovo A536	YES	50000	0	Free
Lenovo		Lenovo A680	LNV-2.720	Thay Tai nghe (đen)	5H39A467LG	Tai nghe Lenovo A680	YES	120000	0	Free
Lenovo		Lenovo A850	LNV-2.720	Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo A859	LNV-2.720	Thay Tai nghe (đen)	5H39A465HP	Tai nghe (đen) Lenovo A859	YES	110000	0	Free
Lenovo		Lenovo K900_16G	LNV-2.720	Thay Tai nghe (đen)	SO29A11976	Tai nghe Lenovo K900	YES	120000	0	Free
Lenovo		Lenovo K910L	LNV-2.720	Thay Tai nghe (đen)	SSB9A46286	Chuông (có hộp chuông và ănten) Lenovo K910L	YES	230000	200000	M2
Lenovo		Lenovo S580	LNV-2.720	Thay Tai nghe (đen)	5H39A6N2YE	Tai nghe (đen) Lenovo S580	YES	110000	0	Free
Lenovo		Lenovo S650	LNV-2.720	Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo S660	LNV-2.720	Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo S860	LNV-2.720	Thay Tai nghe (đen)	SO29A11976	Tai nghe Lenovo K900	YES	120000	0	Free
Lenovo		Lenovo S920	LNV-2.720	Thay Tai nghe (đen)	SO29A11976	Tai nghe Lenovo K900	YES	120000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.720	Thay Tai nghe (đen)	SO29A11976	Tai nghe Lenovo K900	YES	120000	0	Free
Lenovo		Lenovo A319	LNV-2.721	Thay Tai nghe (trắng)	5H39A6N43E	Tai nghe (trắng) Lenovo A319	YES	120000	0	Free
Lenovo		Lenovo A516	LNV-2.721	Thay Tai nghe (trắng)	SO29A45644	Tai nghe (trắng) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo A536	LNV-2.721	Thay Tai nghe (trắng)	5H39A6N0L0	Tai nghe (trắng) Lenovo A536	YES	50000	0	Free
Lenovo		Lenovo A6000	LNV-2.721	Thay Tai nghe (trắng)	5H38C00968	Tai nghe (trắng) Lenovo A6000	YES	80000	0	Free
Lenovo		Lenovo A680	LNV-2.721	Thay Tai nghe (trắng)	5H39A6N4VD	Tai nghe (trắng) Lenovo A680	YES	110000	0	Free
Lenovo		Lenovo A850	LNV-2.721	Thay Tai nghe (trắng)	SO29A45644	Tai nghe (trắng) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo A859	LNV-2.721	Thay Tai nghe (trắng)	SO29A45644	Tai nghe (trắng) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo K910L	LNV-2.721	Thay Tai nghe (trắng)	SO29A11977	Tai nghe (trắng) Lenovo S820_8G	YES	120000	0	Free
Lenovo		Lenovo P70-A	LNV-2.721	Thay Tai nghe (trắng)	5H38C00469	Tai nghe Lenovo P70-A	YES	100000	0	Free
Lenovo		Lenovo S650	LNV-2.721	Thay Tai nghe (trắng)	SO29A45644	Tai nghe (trắng) Lenovo A516	YES	90000	0	Free
Lenovo		Lenovo S920	LNV-2.721	Thay Tai nghe (trắng)	SO29A11977	Tai nghe (trắng) Lenovo S820_8G	YES	120000	0	Free
Lenovo		Lenovo S920_8G	LNV-2.721	Thay Tai nghe (trắng)	SO29A11977	Tai nghe (trắng) Lenovo S820_8G	YES	120000	0	Free
Lenovo		Lenovo S930	LNV-2.721	Thay Tai nghe (trắng)	SO29A11977	Tai nghe (trắng) Lenovo S820_8G	YES	120000	0	Free
Lenovo		Lenovo X2	LNV-2.721	Thay Tai nghe (trắng)	5H39A6MYB4	Tai nghe LS-118M-09 (trắng) Lenovo X2	YES	130000	0	Free
Lenovo		Lenovo A269i	LNV-2.73	Thay Pin	5B19A4647H	Pin sạc 1300mAh BL214 Lenovo A269I	YES	180000	0	Free
Lenovo		Lenovo A316i	LNV-2.73	Thay Pin	5B19A4647H	Pin sạc 1300mAh BL214 Lenovo A269I	YES	180000	0	Free
Lenovo		Lenovo A319	LNV-2.73	Thay Pin	SB19A6N0AL	Pin sạc 1500mAh BL171 Lenovo A319	YES	140000	0	Free
Lenovo		Lenovo A328	LNV-2.73	Thay Pin	SB19A46347	Pin sạc 2000mAh BL192 Lenovo A526	YES	310000	0	Free
Lenovo		Lenovo A369i	LNV-2.73	Thay Pin	SB19A463BT	Pin sạc 1500mAh BL203 Lenovo A369I	YES	170000	0	Free
Lenovo		Lenovo A390	LNV-2.73	Thay Pin	SB19A19857	Pin sạc 1500mAh BL171 Lenovo A390	YES	220000	0	Free
Lenovo		Lenovo A5000	LNV-2.73	Thay Pin	SB19A6N2BS	Pin sạc 4000mAh BL234 Lenovo P70-A	YES	420000	200000	M2
Lenovo		Lenovo A516	LNV-2.73	Thay Pin	SB19A19859	Pin sạc 2000mAh BL209 Lenovo A516	YES	430000	0	Free
Lenovo		Lenovo A526	LNV-2.73	Thay Pin	SB19A46347	Pin sạc 2000mAh BL192 Lenovo A526	YES	310000	0	Free
Lenovo		Lenovo A536	LNV-2.73	Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	420000	0	Free
Lenovo		Lenovo A6000	LNV-2.73	Thay Pin	SB19A6N35K	Pin sạc 2300mAh BL242 Lenovo A6000	YES	240000	0	Free
Lenovo		Lenovo A680	LNV-2.73	Thay Pin	SB19A46347	Pin sạc 2000mAh BL192 Lenovo A526	YES	310000	0	Free
Lenovo		Lenovo A706	LNV-2.73	Thay Pin	SB19A19859	Pin sạc 2000mAh BL209 Lenovo A516	YES	430000	0	Free
Lenovo		Lenovo A850	LNV-2.73	Thay Pin	5B19A19806	Pin sạc BL198 Lenovo S890	YES	470000	0	Free
Lenovo		Lenovo A859	LNV-2.73	Thay Pin	5B19A464YW	Pin sạc 2250mAh BL198, Lenovo A850/A859	YES	320000	0	Free
Lenovo		Lenovo K900_16G	LNV-2.73	Thay Pin	SB19A19865	Pin sạc BL207, Lenovo K900	YES	510000	150000	M1.5
Lenovo		Lenovo K900_32G	LNV-2.73	Thay Pin	SB19A19865	Pin sạc BL207, Lenovo K900	YES	510000	150000	M1.5
Lenovo		Lenovo K910L	LNV-2.73	Thay Pin	SB19A463BV	Pin sạc 3000mAh BL216, Lenovo K910L	YES	370000	150000	M1.5
Lenovo		Lenovo P70-A	LNV-2.73	Thay Pin	SB19A6N2BS	Pin sạc 4000mAh BL234 Lenovo P70-A	YES	420000	200000	M2
Lenovo		Lenovo P780_4G	LNV-2.73	Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	YES	430000	150000	M1.5
Lenovo		Lenovo P780_8G	LNV-2.73	Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	YES	430000	150000	M1.5
Lenovo		Lenovo S580	LNV-2.73	Thay Pin	5B19A6MXSF	Pin sạc 2150mAh BL225 Lenovo S580	YES	280000	0	Free
Lenovo		Lenovo S650	LNV-2.73	Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	420000	0	Free
Lenovo		Lenovo S660	LNV-2.73	Thay Pin	5B19A465W8	Pin sạc 3000mAh BL222, Lenovo S660	YES	460000	0	Free
Lenovo		Lenovo S820	LNV-2.73	Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	420000	0	Free
Lenovo		Lenovo S820_8G	LNV-2.73	Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	420000	0	Free
Lenovo		Lenovo S850	LNV-2.73	Thay Pin	5B19A6MVUC	Pin sạc 2150mAh BL220 Lenovo S850	YES	340000	200000	M2
Lenovo		Lenovo S860	LNV-2.73	Thay Pin	5B19A466UJ	Pin sạc 4000mAh BL226, Lenovo S860	YES	590000	200000	M2
